Channel,Type,Segment,Segment_detail,TL Sales,TL Sales YA,Time Series
Channel2,Type1,Segment5,Segment5_sub1,1159482,1281603,Last 12
Channel2,Type1,Segment5,Segment5_sub1,4970576,5267101,Last 52
Channel2,Type1,Segment5,Segment5_sub1,5058519,5185221,FY 2024
Channel2,Type1,Segment2,Segment2_sub1,257530,263694,YTD
Channel2,Type1,Segment2,Segment2_sub1,152995,154765,Last 12
Channel2,Type1,Segment2,Segment2_sub1,623442,665413,Last 52
Channel2,Type1,Segment2,Segment2_sub1,616750,703224,FY 2024
Channel2,Type3,Segment3,Segment3_sub1,325311,264060,YTD
Channel2,Type3,Segment3,Segment3_sub1,196634,158361,Last 12
Channel2,Type3,Segment3,Segment3_sub1,677900,673203,Last 52
Channel2,Type3,Segment3,Segment3_sub1,605972,744730,FY 2024
Channel2,Type3,Segment4,Segment4_sub1,15116496,14637334,YTD
Channel2,Type3,Segment4,Segment4_sub1,8813393,8749966,Last 12
Channel2,Type3,Segment4,Segment4_sub1,36843949,34901754,Last 52
Channel2,Type3,Segment4,Segment4_sub1,35711765,33093809,FY 2024
Channel2,Type3,Segment1,Segment1_sub1,31884901,31511242,YTD
Channel2,Type3,Segment1,Segment1_sub1,18389084,18853201,Last 12
Channel2,Type3,Segment1,Segment1_sub1,77474065,76829995,Last 52
Channel2,Type3,Segment1,Segment1_sub1,75706525,75663538,FY 2024
Channel2,Type3,Segment5,Segment5_sub1,9909248,8421435,YTD
Channel2,Type3,Segment5,Segment5_sub1,5895771,5088410,Last 12
Channel2,Type3,Segment5,Segment5_sub1,23443636,19792273,Last 52
Channel2,Type3,Segment5,Segment5_sub1,21564841,18799186,FY 2024
Channel2,Type3,Segment2,Segment2_sub1,3602829,3591760,YTD
Channel2,Type3,Segment2,Segment2_sub1,2086660,2158511,Last 12
Channel2,Type3,Segment2,Segment2_sub1,8801954,8670457,Last 52
Channel2,Type3,Segment2,Segment2_sub1,8623905,8325433,FY 2024
Channel2,Type1,Segment4,Segment4_sub1,1528041,1528029,YTD
Channel2,Type1,Segment4,Segment4_sub1,885464,890096,Last 12
Channel2,Type1,Segment4,Segment4_sub1,3725151,3700385,Last 52
Channel2,Type1,Segment4,Segment4_sub1,3656588,3553890,FY 2024
Channel2,Type1,Segment1,Segment1_sub1,1661627,1523101,YTD
Channel2,Type1,Segment1,Segment1_sub1,955629,881715,Last 12
Channel2,Type1,Segment1,Segment1_sub1,3882870,3583365,Last 52
Channel2,Type1,Segment1,Segment1_sub1,3679309,3334161,FY 2024
Channel2,Type1,Segment5,Segment5_sub1,4363985,4206546,YTD
Channel2,Type1,Segment5,Segment5_sub1,2578482,2511407,Last 12
Channel2,Type1,Segment5,Segment5_sub1,10494522,10087535,Last 52
Channel2,Type1,Segment5,Segment5_sub1,10145829,9522689,FY 2024
Channel2,Type1,Segment2,Segment2_sub1,562646,593563,YTD
Channel2,Type1,Segment2,Segment2_sub1,324663,337600,Last 12
Channel2,Type1,Segment2,Segment2_sub1,1426388,1559626,Last 52
Channel2,Type1,Segment2,Segment2_sub1,1432457,1601229,FY 2024
Channel2,Type1,Segment8,Segment8_sub1,127954,152640,YTD
Channel2,Type1,Segment8,Segment8_sub1,73107,92443,Last 12
Channel2,Type1,Segment8,Segment8_sub1,329238,370915,Last 52
Channel2,Type1,Segment8,Segment8_sub1,345097,362978,FY 2024
Channel2,Type1,Segment6,Segment6_sub2,574844,539822,YTD
Channel2,Type1,Segment6,Segment6_sub2,345163,329178,Last 12
Channel2,Type1,Segment6,Segment6_sub2,1443801,1319235,Last 52
Channel2,Type1,Segment6,Segment6_sub2,1390376,1219674,FY 2024
Channel2,Type1,Segment8,Segment8_sub2,56677,55267,YTD
Channel2,Type1,Segment8,Segment8_sub2,39292,34967,Last 12
Channel2,Type1,Segment8,Segment8_sub2,100311,136765,Last 52
Channel2,Type1,Segment8,Segment8_sub2,85436,134684,FY 2024
Channel2,Type1,Segment3,Segment3_sub1,3567872,4294988,YTD
Channel2,Type1,Segment3,Segment3_sub1,2205961,2488381,Last 12
Channel2,Type1,Segment3,Segment3_sub1,9887648,11347971,Last 52
Channel2,Type1,Segment3,Segment3_sub1,10426760,11728896,FY 2024
Channel2,Type1,Segment4,Segment4_sub1,1387051,1608924,YTD
Channel2,Type1,Segment4,Segment4_sub1,801939,937488,Last 12
Channel2,Type1,Segment4,Segment4_sub1,3490994,4048687,Last 52
Channel2,Type1,Segment4,Segment4_sub1,3644578,4084851,FY 2024
Channel2,Type1,Segment1,Segment1_sub1,3262362,3874346,YTD
Channel2,Type1,Segment1,Segment1_sub1,1852931,2262513,Last 12
Channel2,Type1,Segment1,Segment1_sub1,8479365,9679134,Last 52
Channel2,Type1,Segment1,Segment1_sub1,8928164,9806308,FY 2024
Channel2,Type1,Segment5,Segment5_sub1,1213268,1422914,YTD
Channel2,Type1,Segment5,Segment5_sub1,697726,816444,Last 12
Channel2,Type1,Segment5,Segment5_sub1,3131175,3766324,Last 52
Channel2,Type1,Segment5,Segment5_sub1,3369529,3937706,FY 2024
Channel2,Type1,Segment2,Segment2_sub1,685535,756279,YTD
Channel2,Type1,Segment2,Segment2_sub1,399241,434765,Last 12
Channel2,Type1,Segment2,Segment2_sub1,1710814,1916001,Last 52
Channel2,Type1,Segment2,Segment2_sub1,1749242,1980669,FY 2024
Channel2,Type1,Segment4,Segment4_sub1,0,25332,YTD
Channel2,Type1,Segment4,Segment4_sub1,0,10167,Last 12
Channel2,Type1,Segment4,Segment4_sub1,472,85043,Last 52
Channel2,Type1,Segment4,Segment4_sub1,25719,108543,FY 2024
Channel2,Type1,Segment3,Segment3_sub1,1342079,1448836,YTD
Channel2,Type1,Segment3,Segment3_sub1,796464,831667,Last 12
Channel2,Type1,Segment3,Segment3_sub1,3475694,3585793,Last 52
Channel2,Type1,Segment3,Segment3_sub1,3507363,3607317,FY 2024
Channel2,Type1,Segment6,Segment6_sub2,232852,188977,YTD
Channel2,Type1,Segment6,Segment6_sub2,142816,100672,Last 12
Channel2,Type1,Segment6,Segment6_sub2,635011,709651,Last 52
Channel2,Type1,Segment6,Segment6_sub2,604929,735835,FY 2024
Channel2,Type1,Segment3,Segment3_sub1,9248666,8561040,YTD
Channel2,Type1,Segment3,Segment3_sub1,5513434,4950567,Last 12
Channel2,Type1,Segment3,Segment3_sub1,23625136,23452076,Last 52
Channel2,Type1,Segment3,Segment3_sub1,22528010,23197025,FY 2024
Channel2,Type1,Segment4,Segment4_sub1,1888204,2114369,YTD
Channel2,Type1,Segment4,Segment4_sub1,1072082,1233996,Last 12
Channel2,Type1,Segment4,Segment4_sub1,4848976,5279785,Last 52
Channel2,Type1,Segment4,Segment4_sub1,4982920,5280186,FY 2024
Channel2,Type1,Segment1,Segment1_sub1,9186529,9675671,YTD
Channel2,Type1,Segment1,Segment1_sub1,5176029,5662483,Last 12
Channel2,Type1,Segment1,Segment1_sub1,22837178,23965607,Last 52
Channel2,Type1,Segment1,Segment1_sub1,22883372,23896313,FY 2024
Channel2,Type1,Segment7,Segment7_sub1,4719385,4581140,YTD
Channel2,Type1,Segment7,Segment7_sub1,2815074,2765893,Last 12
Channel2,Type1,Segment7,Segment7_sub1,11838182,11380349,Last 52
Channel2,Type1,Segment7,Segment7_sub1,11512870,10926335,FY 2024
Channel2,Type1,Segment8,Segment8_sub6,896366,741009,YTD
Channel2,Type1,Segment8,Segment8_sub6,641843,551121,Last 12
Channel2,Type1,Segment8,Segment8_sub6,1218185,967004,Last 52
Channel2,Type1,Segment8,Segment8_sub6,469549,366091,FY 2024
Channel2,Type1,Segment5,Segment5_sub1,1865861,1592541,YTD
Channel2,Type1,Segment5,Segment5_sub1,1083373,963626,Last 12
Channel2,Type1,Segment5,Segment5_sub1,4416460,3700156,Last 52
Channel2,Type1,Segment5,Segment5_sub1,4069255,3082715,FY 2024
Channel2,Type1,Segment2,Segment2_sub1,921988,981112,YTD
Channel2,Type1,Segment2,Segment2_sub1,539007,586092,Last 12
Channel2,Type1,Segment2,Segment2_sub1,2436790,2671115,Last 52
Channel2,Type1,Segment2,Segment2_sub1,2448637,2828585,FY 2024
